,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species
Otu29655,0.707863423,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa,
Otu29656,0.999893715,Bacteria,,,,,,
Otu29657,0.999397456,Bacteria,,,,,,
Otu29659,0.91199812,Bacteria,Elusimicrobia,Lineage IIa,,,,
Otu29660,0.993733051,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,Larkinella sp. MIMbqt9
Otu29661,0.991387324,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,uncultured Marinilabiliaceae bacterium
Otu29662,0.917058029,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu29663,0.999482974,Bacteria,,,,,,
Otu29664,0.999856074,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu29665,0.836321163,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
Otu29666,0.999999764,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,
Otu29667,0.999947258,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu29668,0.999998362,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu29669,0.972140129,Bacteria,Patescibacteria,WWE3,Ambiguous_taxa,,,
Otu29670,0.999903866,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,Candidatus Yanofskybacteria bacterium GW2011_GWF2_43_596,,
Otu29671,0.99899915,Bacteria,,,,,,
Otu29672,0.814346809,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,Candidatus Woesebacteria bacterium GW2011_GWB1_41_10,,
Otu29673,0.996296065,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
Otu29674,0.797787063,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured soil bacterium,
Otu29675,0.949481936,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Otu29676,0.99833192,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Paludisphaera,uncultured bacterium
Otu29677,0.995472865,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29679,0.980183105,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu29680,0.957317469,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsengisoli
Otu29681,0.997085051,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,,,
Otu29682,0.981244893,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,uncultured soil bacterium
Otu29683,0.998237906,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
Otu29684,0.999031954,Bacteria,,,,,,
Otu29685,0.995212107,Bacteria,,,,,,
Otu29686,0.858802018,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
Otu29687,0.999976891,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu29689,0.974086908,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,,
Otu29690,0.998601291,Bacteria,,,,,,
Otu29691,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu29693,0.709660132,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,T34,uncultured Burkholderiales bacterium,
Otu29694,0.905837924,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29695,0.862437612,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu29696,0.74754809,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Candidatus Glomeribacter,
Otu29697,0.912913496,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
Otu29698,0.739931184,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,,,
Otu29699,0.779590797,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,uncultured bacterium,,
Otu29700,0.952457313,Bacteria,Proteobacteria,,,,,
Otu29701,0.994938793,Bacteria,,,,,,
Otu29702,0.990410474,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,Gemmata sp. SD2-6
Otu29703,0.908007162,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,
Otu29705,0.741898466,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29706,0.779013801,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,
Otu29707,0.999348334,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,
Otu29708,0.9988816,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,,
Otu29709,0.984904225,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured soil bacterium
Otu29711,0.975837836,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
Otu29712,0.999830998,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,,
Otu29713,0.912137815,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
Otu29714,0.925662712,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,,
Otu29715,0.99945895,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,uncultured Microgenomates group bacterium,,
Otu29717,0.996063652,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
Otu29718,0.999999983,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,
Otu29719,0.999960355,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29720,0.973372376,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,bacterium Ellin6515,
Otu29721,0.867697587,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29722,0.720819379,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,uncultured bacterium
Otu29723,0.999829809,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29724,0.999483215,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,
Otu29726,0.999878739,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
Otu29727,0.997245119,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,
Otu29728,0.918621094,Bacteria,Proteobacteria,,,,,
Otu29730,0.999728187,Bacteria,,,,,,
Otu29731,0.999993334,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,
Otu29732,0.999998649,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,
Otu29733,0.999995491,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured bacterium
Otu29734,0.999999962,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured bacterium
Otu29735,0.969660205,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured bacterium
Otu29736,0.869533051,Bacteria,Actinobacteria,Actinobacteria,,,,
Otu29737,0.810672757,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
Otu29738,0.995988376,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured soil bacterium
Otu29740,0.724381159,Bacteria,Proteobacteria,,,,,
Otu29741,0.77858952,Bacteria,Proteobacteria,,,,,
Otu29742,0.999999813,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,
Otu29743,0.999865411,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu29744,0.999999977,Bacteria,,,,,,
Otu29745,0.999967766,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29746,0.759047807,Bacteria,Proteobacteria,,,,,
Otu29747,0.720997175,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu29748,0.999396657,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29749,0.994536237,Bacteria,,,,,,
Otu29750,0.712772789,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Otu29751,0.992177111,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
Otu29752,0.858746306,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Otu29753,0.967466376,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9,,
Otu29754,0.999996598,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu29755,0.9995136,Bacteria,Patescibacteria,Berkelbacteria,metagenome,,,
Otu29756,0.999872315,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,uncultured bacterium,,
Otu29757,0.993977022,Bacteria,,,,,,
Otu29758,0.919316005,Bacteria,Chloroflexi,SHA-26,uncultured bacterium,,,
Otu29759,0.996925399,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,
Otu29760,0.849854986,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured bacterium
Otu29761,0.95395492,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,uncultured bacterium,,
Otu29762,0.792335401,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
Otu29763,0.974125296,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,
Otu29764,0.940801942,Bacteria,Elusimicrobia,Lineage IIc,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36,,,
Otu29765,0.999299399,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu29766,0.799452457,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured Firmicutes bacterium
Otu29767,0.998560143,Bacteria,,,,,,
Otu29768,0.721665195,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29769,0.989576647,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu29770,0.800572391,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,Ambiguous_taxa,
Otu29771,0.840529291,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu29772,0.747875906,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29773,0.994886857,Bacteria,,,,,,
Otu29774,0.999752975,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29775,0.999969125,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured soil bacterium,
Otu29776,0.99999999,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,
Otu29777,0.99917333,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,uncultured forest soil bacterium,,
Otu29778,0.904426493,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured bacterium
Otu29779,0.832110449,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu29780,0.999999706,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_53_20,,
Otu29781,0.999962191,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,
Otu29782,0.798078672,Bacteria,Dependentiae,Babeliae,Babeliales,,,
Otu29783,0.999597936,Bacteria,,,,,,
Otu29784,0.99999775,Bacteria,,,,,,
Otu29785,0.98698023,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,
Otu29786,0.84647358,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,,
Otu29787,0.949476709,Bacteria,Patescibacteria,Parcubacteria,Candidatus Vogelbacteria,uncultured bacterium,,
Otu29789,0.999853289,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,Candidatus Yanofskybacteria bacterium GW2011_GWF2_43_596,,
Otu29790,0.999999987,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,,,
Otu29791,0.936819421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
Otu29794,0.854787895,Bacteria,FBP,uncultured soil bacterium,,,,
Otu29795,0.813261609,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,
Otu29796,0.999576399,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
Otu29797,0.720860888,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter,uncultured Acanthamoeba
Otu29798,0.981475792,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Otu29799,0.999538251,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,
Otu29800,0.991193478,Bacteria,,,,,,
Otu29801,0.900476069,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29802,0.856761474,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu29803,0.752596373,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
Otu29804,0.999970204,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu29806,0.813611771,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
Otu29807,0.999386755,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome
Otu29808,0.99960456,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,
Otu29810,0.90651027,Bacteria,FCPU426,metagenome,,,,
Otu29811,0.750119895,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Otu29812,0.721999795,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured,uncultured Actinomycetales bacterium
Otu29813,0.999682796,Bacteria,,,,,,
Otu29814,0.832793892,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,
Otu29815,0.999998975,Bacteria,Acidobacteria,Subgroup 6,,,,
Otu29816,0.718286144,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu29817,0.9886257,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,metagenome,
Otu29818,0.730559791,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29819,0.999993147,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
Otu29820,0.765681857,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,
Otu29821,0.935665378,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu29822,0.976289425,Bacteria,,,,,,
Otu29823,0.986612203,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,,,
Otu29824,0.763043684,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu29825,0.999758842,Bacteria,,,,,,
Otu29826,0.999829458,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu29827,0.899801872,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu29828,0.74755287,Bacteria,Proteobacteria,,,,,
Otu29829,0.956339119,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
Otu29830,0.999939844,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu29831,0.998666579,Bacteria,,,,,,
Otu29832,0.999999876,Bacteria,,,,,,
Otu29834,0.999782699,Bacteria,,,,,,
Otu29835,0.999991633,Bacteria,,,,,,
Otu29836,0.996679532,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,,
Otu29837,0.854287637,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,
Otu29838,0.999923234,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
Otu29839,0.980758708,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,
Otu29840,0.998135157,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,metagenome
Otu29841,0.955130695,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,
Otu29842,0.985041019,Bacteria,,,,,,
Otu29843,0.841703392,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
Otu29844,0.999999999,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,uncultured bacterium
Otu29845,0.998576187,Bacteria,,,,,,
Otu29846,0.999606277,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29847,0.979439612,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu29849,0.884913955,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
Otu29850,0.927082759,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured Rhodospirillales bacterium,
Otu29851,0.952591264,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,
Otu29852,0.997734384,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Bealeia,uncultured alpha proteobacterium
Otu29853,1,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,,,
Otu29854,0.998766164,Bacteria,,,,,,
Otu29855,0.999888141,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,uncultured bacterium,,
Otu29856,1,Bacteria,Acidobacteria,Subgroup 6,,,,
Otu29857,0.999852552,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
Otu29858,0.938581486,Bacteria,Actinobacteria,0319-7L14,uncultured bacterium,,,
Otu29859,0.831222674,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu29860,0.971096822,Bacteria,,,,,,
Otu29861,0.901967462,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium
Otu29862,0.99398602,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
Otu29863,0.987366186,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured bacterium,
Otu29865,0.999992868,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
Otu29866,0.754860619,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,,
Otu29867,0.998663546,Bacteria,,,,,,
Otu29868,0.996815754,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,
Otu29869,0.79338521,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_46_19,,
Otu29871,0.90774483,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,
Otu29872,0.994119557,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
Otu29873,0.999995741,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,
Otu29875,0.917700436,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,uncultured bacterium,
Otu29876,0.859183645,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu29877,0.980573224,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,uncultured bacterium
Otu29880,0.999993671,Bacteria,Patescibacteria,Parcubacteria,,,,
Otu29881,0.885906851,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu29882,0.931302541,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,
Otu29884,0.973173546,Bacteria,Patescibacteria,Berkelbacteria,metagenome,,,
Otu29885,0.996356465,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu29886,0.992947446,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,,
Otu29888,0.999887815,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,,
Otu29890,0.999714541,Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,uncultured bacterium,,
Otu29892,0.999869693,Bacteria,Patescibacteria,uncultured,uncultured bacterium,,,
Otu29893,0.999027726,Bacteria,,,,,,
Otu29894,0.703392929,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,,
Otu29895,0.951614883,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12,,
Otu29896,0.926910298,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured proteobacterium,
Otu29898,0.994630747,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,uncultured bacterium
Otu29899,0.957723029,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,
Otu29900,0.94039444,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,,
Otu29901,0.99994041,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,
Otu29902,0.999997736,Bacteria,,,,,,
Otu29903,0.996454876,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
Otu29904,0.986626144,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
Otu29905,0.993808999,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu29906,0.899207813,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,,
Otu29907,0.996589266,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
Otu29908,0.998054457,Bacteria,,,,,,
Otu29909,0.994384604,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29910,0.722980082,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,,,
Otu29911,0.999978435,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
Otu29912,0.857673764,Bacteria,Planctomycetes,Pla3 lineage,uncultured bacterium,,,
Otu29913,0.996823555,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
Otu29914,0.842487221,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29915,0.905735486,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29916,0.972692937,Bacteria,,,,,,
Otu29917,0.876059509,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,uncultured,bacterium enrichment culture clone E36_A
Otu29918,0.999942743,Bacteria,,,,,,
Otu29919,0.741065194,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu29920,0.995701046,Bacteria,,,,,,
Otu29921,0.999171361,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
Otu29922,0.850099356,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu29923,0.986825614,Bacteria,,,,,,
Otu29924,0.826624508,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Otu29926,0.999975894,Bacteria,,,,,,
Otu29927,0.80499324,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu29928,0.943292279,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,,
Otu29929,0.999995707,Bacteria,Patescibacteria,uncultured,uncultured bacterium,,,
Otu29930,0.999998306,Bacteria,,,,,,
Otu29931,0.985832594,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35,uncultured bacterium
Otu29932,0.912436604,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,
Otu29933,0.999926443,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,SHA-4,uncultured bacterium,
Otu29934,0.711240275,Bacteria,Proteobacteria,,,,,
Otu29935,0.998336843,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 19,Clostridium cylindrosporum
Otu29936,0.967260401,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,,
Otu29937,0.999752248,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,uncultured bacterium,
Otu29938,0.999972501,Bacteria,Actinobacteria,Thermoleophilia,,,,
Otu29939,0.709792653,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,uncultured Xanthomonadaceae bacterium
Otu29940,0.88439053,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu29941,0.880212719,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Otu29942,0.999341881,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,uncultured bacterium,,
Otu29943,0.99999993,Bacteria,Patescibacteria,Parcubacteria,,,,
Otu29944,0.990587863,Bacteria,,,,,,
